date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-16 01:12:08,503192.9446504604,3.0,1.43,1269,66681,1.8,0,0,3,1248,98,1991,1826,31456 117th Pl SE,Covington,WA 98072,USA
2014-05-27 00:07:29,2100102.016420301,3.0,1.03,2197,47240,1.1,0,0,4,1758,542,1939,1368,4776 34th Ave NE,Redmond,WA 98199,USA
2014-06-10 03:06:27,1418989.1186099288,3.0,2.68,2488,54549,1.9,0,1,3,2283,222,1952,866,2727 32nd Ave S,Seattle,WA 98112,USA
2014-06-12 13:09:24,1407465.7415903157,3.0,1.84,1495,25301,1.3,0,0,4,1129,655,1919,364,10843-10857 8th Ave SW,Seattle,WA 98075,USA
2014-06-07 13:28:46,159540.66730291708,2.0,1.01,756,47588,2.0,0,1,3,1141,7,1968,1789,14317 22nd Ave NE,Sammamish,WA 98027,USA
2014-06-21 19:21:53,197264.0962313942,4.0,2.56,2375,23862,2.4,0,1,4,2283,303,1974,241,1800 172nd Ave NE,Burien,WA 98117,USA
2014-05-15 10:30:42,982401.661675118,3.0,1.23,1218,78393,1.9,0,1,4,1887,13,1973,1639,31229 NE 111th St,Woodinville,WA 98028,USA
2014-06-23 19:31:02,914261.1357335524,3.0,1.91,2820,10372,1.8,0,1,4,2575,249,1975,414,1746 NW 60th St,Seattle,WA 98052,USA
2014-05-13 02:07:44,2469997.543757122,4.0,2.56,2021,30561,1.5,0,1,4,997,807,1920,1379,8408 20th Ave SW,Seattle,WA 98106,USA
2014-05-20 23:08:51,890961.5977240731,2.0,1.82,1098,24790,1.5,0,0,4,905,378,1941,1452,19521 SE 271st Pl,Seattle,WA 98125,USA
2014-06-22 15:19:19,266572.72826281446,3.0,0.94,1296,34566,1.1,0,1,4,899,286,1904,863,2121 46th Ave SW,Kirkland,WA 98030,USA
2014-05-31 09:01:46,1659876.7159895347,4.0,2.48,3036,37185,1.7,0,0,4,2475,496,2013,1741,16026 SE 137th Terrace,Renton,WA 98028,USA
2014-06-01 03:48:06,621346.8372953149,3.0,2.11,1467,1952,1.5,0,0,3,1326,669,1965,769,15 Mt Pilchuck Ave NW,Seattle,WA 98006,USA
2014-06-22 04:53:03,673155.3804537262,4.0,2.47,2192,56747,1.9,0,1,3,2152,267,2005,603,11051 35th Ave NE,Sammamish,WA 98133,USA
2014-06-04 19:46:49,1063350.6350774746,5.0,2.58,2709,38356,1.0,0,0,4,1677,994,1939,1792,9712 4th Ave NW,Woodinville,WA 98003,USA
2014-05-02 00:08:55,1265583.309835905,4.0,2.34,2656,59317,1.4,0,1,4,2777,159,1948,1544,34303 Elm Ave SE,Bellevue,WA 98118,USA
2014-06-11 14:22:19,1719221.4745562556,3.0,1.51,2275,29010,1.5,0,1,4,2374,187,1908,562,10805 177th Ct NE,Seattle,WA 98117,USA
2014-06-12 10:37:04,252329.5504843036,2.0,1.66,1053,64405,2.5,0,0,3,1906,2,2005,90,12345 SE 23rd Pl,Shoreline,WA 98115,USA
2014-06-30 15:58:30,390181.2570939911,4.0,3.4,3463,1442,1.4,0,2,5,1931,1084,1986,36,14203 NE 40th Pl,Seattle,WA 98117,USA
2014-05-19 10:23:57,1749729.2868802142,3.0,2.08,2799,54221,1.3,0,0,4,2089,579,1985,1411,11331 19th Ave NE,Bellevue,WA 98053,USA
2014-07-03 15:39:42,1326784.7339338548,2.0,1.79,1989,19844,2.2,0,1,4,1980,199,1982,620,20216 12th Ave NW,Seattle,WA 98199,USA
2014-06-20 04:27:24,40612.35083934231,4.0,1.6,2283,49370,1.3,0,0,4,1838,282,1967,233,22607 NE 14th Dr,Algona,WA 98040,USA
2014-05-21 09:16:53,1426723.2962823368,3.0,1.8,1853,26293,1.4,0,1,3,2006,99,1995,1692,10514 14th Ave NW,Redmond,WA 98117,USA
2014-06-01 05:55:02,571419.1453362802,4.0,2.37,1850,23303,1.6,0,0,3,1424,528,1987,423,2310 15th Ave S,Kirkland,WA 98028,USA
2014-06-27 01:11:39,1524853.2213762917,5.0,2.48,2972,27328,1.4,0,2,4,2168,723,1939,1625,13617 135th Ave NE,Issaquah,WA 98106,USA
2014-07-04 13:58:05,1970727.904471072,5.0,3.95,3582,45172,2.1,0,1,3,3322,413,1993,1283,33800-33998 12th Pl SW,Redmond,WA 98125,USA
2014-05-18 17:19:55,1764853.2513557412,4.0,3.01,2823,37506,2.1,0,1,2,2509,292,2012,477,18121 197th Pl NE,Woodinville,WA 98106,USA
2014-05-19 21:08:11,2124737.466995141,4.0,2.25,3349,74552,1.4,0,1,3,2188,990,1983,1133,428 Orchard Ave NE,Renton,WA 98001,USA
2014-06-15 23:37:27,166785.3292548804,2.0,1.97,1335,49607,1.1,0,1,4,1078,387,1980,1941,4325 NE 43rd St,Issaquah,WA 98056,USA
2014-05-22 03:05:17,355562.9487492368,2.0,1.79,906,16251,1.8,0,1,3,663,324,1957,1191,3401-3599 Arapahoe Pl W,Seattle,WA 98122,USA
2014-06-23 21:11:51,543665.830274301,4.0,2.43,2282,16379,1.1,0,0,3,1750,698,1998,855,8054 Brooklyn Ave NE,Sammamish,WA 98028,USA
2014-06-03 04:03:25,48835.74602738151,3.0,1.97,1030,34467,1.3,0,0,4,1257,130,1985,513,10120-10198 34th Ave SW,Lake Forest Park,WA 98038,USA
2014-06-08 05:05:11,2011878.654272923,4.0,3.18,3346,16175,2.7,0,1,4,3067,589,1998,942,7945 14th Ave SW,Renton,WA 98034,USA
2014-05-25 06:24:40,1739769.911391524,4.0,1.38,2704,3492,1.5,0,1,5,2318,502,1915,1221,11526 NE 116th St,Seattle,WA 98198,USA
2014-06-03 21:10:57,1007819.3132743342,4.0,4.82,4961,85874,2.4,0,0,3,3947,1141,2014,312,2847 NW 70th St,North Bend,WA 98028,USA
2014-06-05 20:28:54,101200.20138587044,2.0,1.36,1912,25744,1.1,0,2,5,1184,581,1909,398,26222 142nd Ave SE,Seattle,WA 98029,USA
2014-06-10 18:52:17,681918.3177190272,3.0,0.36,681,12966,1.3,0,1,4,648,259,1908,1913,5633 165th Pl SE,Bellevue,WA 98072,USA
2014-06-17 03:09:45,523242.6312190648,3.0,2.49,2643,58438,1.2,0,1,3,1579,976,2009,705,8421 8th Ave SW,Sammamish,WA 98065,USA
2014-06-23 08:54:18,102822.7001456623,4.0,2.33,2886,38075,1.4,0,1,3,2313,466,1978,1637,4554 Latona Ave NE,Seattle,WA 98002,USA
2014-05-27 12:22:53,307488.55485709733,2.0,2.31,952,16240,1.2,0,0,3,529,737,1935,1387,15910 SE 42nd Pl,Federal Way,WA 98144,USA
2014-05-19 05:06:33,836960.7806605637,4.0,1.38,3533,44280,1.3,0,2,3,2976,425,1926,1662,136 N 101st St,Shoreline,WA 98040,USA
2014-07-08 23:36:01,995827.0058137884,3.0,3.21,3654,21780,3.5,0,0,3,4498,7,2003,67,13505 16th Ave NE,Seattle,WA 98155,USA
2014-06-06 11:56:32,227146.33215587225,4.0,1.19,1094,23800,1.6,0,1,4,1650,25,1930,497,2109 NE 8th St,Seattle,WA 98038,USA
2014-06-17 17:21:28,694240.614302224,3.0,1.74,1121,7545,1.5,0,1,3,882,447,1961,1268,1111 29th Ave,Kirkland,WA 98040,USA
2014-06-19 01:50:14,58959.65841734765,3.0,0.93,1043,23186,1.5,0,0,3,1524,7,1937,938,3616 Lincoln Ave NE,Woodinville,WA 98065,USA
2014-06-13 22:03:55,668819.7459904454,3.0,2.07,1759,43960,1.7,0,0,3,2367,16,1963,682,14926 NE 202nd St,Mercer Island,WA 98005,USA
2014-05-23 04:47:25,542224.5096742035,4.0,2.73,2051,9853,1.5,0,1,4,1151,804,1945,1736,1435 104th Ave SE,Maple Valley,WA 98092,USA
2014-06-13 16:01:25,39803.7414212662,3.0,1.8,1289,1516,2.5,0,0,3,1484,72,1943,1719,10546 Stone Ave N,Seattle,WA 98004,USA
2014-06-06 08:47:20,189192.04881227767,3.0,2.4,2199,5768,1.5,0,1,3,1942,268,2011,599,13524 22nd Ave NE,Redmond,WA 98004,USA
2014-06-24 18:35:25,694838.8066798828,4.0,1.3,2041,18215,2.5,0,0,4,2569,39,2003,417,5044 Butterworth Rd,Maple Valley,WA 98106,USA
2014-05-30 11:07:36,2347763.2961676,4.0,1.89,3170,48357,1.7,0,1,4,1806,1095,1906,1928,5146 S 303rd Pl,Seattle,WA 98070,USA
2014-07-07 11:24:18,103349.67648760666,3.0,2.62,2235,12784,1.1,0,1,3,1148,1087,1978,232,1517-1519 17th Ave E,Seattle,WA 98092,USA
2014-05-26 17:58:25,693400.853093934,4.0,3.83,4006,16209,2.5,0,0,3,3133,919,1989,890,36816 55th Ave S,Bellevue,WA 98028,USA
2014-06-08 00:20:33,775655.4861099246,3.0,2.44,3061,23645,1.7,0,1,3,2503,743,2009,917,3046 Quail Creek Way NE,Woodinville,WA 98028,USA
2014-06-10 07:22:23,229210.1046126433,4.0,1.59,1612,45140,1.5,0,2,4,938,917,1939,1469,8351 Jones Ave NW,Redmond,WA 98002,USA
2014-06-03 17:54:15,537605.7660815015,4.0,1.56,801,60482,1.2,0,0,3,1184,33,1923,1330,4520 Sunnyside Ave N,Burien,WA 98109,USA
2014-06-12 01:25:49,368186.1754574977,4.0,2.17,895,34413,1.4,0,0,4,991,164,2002,1246,19807-19813 10th Pl S,Kirkland,WA 98103,USA
2014-06-27 10:49:03,1121544.3423776317,3.0,2.66,2340,8249,1.8,0,1,4,2194,86,1972,1346,18438 SE 135th St,Bellevue,WA 98058,USA
2014-06-09 09:11:39,446836.4392247759,2.0,1.99,987,38863,2.1,0,1,3,2033,5,1980,1751,1743 NE 146th St,Kent,WA 98027,USA
2014-06-11 09:51:19,245736.3630364721,3.0,1.96,1449,30776,1.8,0,2,4,977,799,1964,944,13471 Adair Creek Way NE,Seattle,WA 98118,USA
2014-06-15 13:58:31,942773.7107291812,4.0,2.33,3630,47689,1.6,0,1,3,2398,831,2013,496,13045 6th Pl SW,Auburn,WA 98103,USA
2014-05-25 14:03:46,440217.94508307753,3.0,1.82,2357,18989,1.5,0,0,2,2144,164,2012,1886,13101 NE 193rd Pl,Maple Valley,WA 98065,USA
2014-06-17 15:05:57,316422.1329415809,4.0,2.57,3037,33930,1.5,0,1,5,2093,676,1942,1624,14429 22nd Ave SW,Kirkland,WA 98058,USA
2014-06-10 01:11:18,1530826.096757434,4.0,2.3,3503,80390,1.6,0,0,4,3543,128,2004,1643,10026 61st Ave S,SeaTac,WA 98038,USA
2014-06-02 20:50:28,145751.67534306482,2.0,1.07,1217,12308,1.4,0,1,4,741,591,1929,1501,3 Ober Strasse,Bellevue,WA 98166,USA
2014-06-24 10:59:35,448855.0052224312,3.0,1.44,665,18634,1.6,0,0,3,1004,14,1996,1000,45804 SE 137th St,Kirkland,WA 98112,USA
2014-05-31 07:09:03,2050080.9067028463,2.0,1.32,2105,21463,1.7,0,0,4,1831,190,2007,1559,1730 Washington Ave,Seattle,WA 98029,USA
2014-05-03 06:58:27,1611490.1208280025,3.0,2.75,3475,32823,1.5,0,1,4,3047,571,1980,276,2476 239th Pl NE,Seattle,WA 98103,USA
2014-06-01 07:59:03,465792.73824932607,2.0,1.87,1338,5120,1.8,0,0,3,1202,301,2006,658,33439 11th Pl SW,Seattle,WA 98136,USA
2014-06-12 00:41:00,138651.40638377884,4.0,2.75,1705,33904,1.1,0,1,3,1584,182,2011,1221,19311 47th Ave NE,Enumclaw,WA 98126,USA
2014-06-29 17:01:12,2484515.1347966776,3.0,1.76,2001,71139,1.1,0,0,3,1841,457,1928,705,8928 NE 176th St,Seattle,WA 98052,USA
2014-05-11 16:08:13,103925.05365959114,4.0,2.29,1260,5702,1.0,0,0,3,700,977,2006,908,27020 NE Ring St,Seattle,WA 98199,USA
2014-05-27 14:14:11,894137.1776638407,3.0,1.9,1738,25233,1.3,0,0,5,833,1296,1946,944,3005 177th Ave NE,Seattle,WA 98092,USA
2014-06-08 00:19:09,411082.0402817754,4.0,2.65,2610,13318,1.7,0,2,4,1665,919,1971,827,7517 128th Pl NE,Seattle,WA 98029,USA
2014-06-08 15:18:58,1636039.6051301053,4.0,3.48,3889,31217,1.6,0,1,4,2591,1162,1988,959,5504 NE 190th St,Redmond,WA 98029,USA
2014-06-14 03:30:56,400602.4405506005,3.0,2.55,2201,58559,1.1,0,0,3,2118,148,1965,573,27815 256th Ct SE,Bothell,WA 98045,USA
2014-06-12 19:58:02,1083110.390588325,2.0,1.82,1076,4558,1.4,0,1,3,851,501,1999,154,9138 S 208th St,Seattle,WA 98033,USA
2014-06-10 06:32:55,147291.71558008716,2.0,0.6,1449,20848,1.1,0,0,3,722,824,1932,1917,4003 2nd Ave NE,Seattle,WA 98117,USA
2014-05-22 06:37:46,275272.5689935239,3.0,2.17,1666,8822,2.3,0,1,4,1305,655,1970,1266,4018 S Lilac St,Seattle,WA 98031,USA
2014-05-11 14:58:02,997336.3094409216,2.0,2.18,745,784,1.3,0,0,3,1016,91,1959,455,808 Hoquiam Ave NE,Kirkland,WA 98023,USA
2014-05-22 23:48:10,1151318.7187959773,2.0,1.08,2252,46177,1.2,0,1,3,2106,294,1959,1103,10916 159th Ave NE,Sammamish,WA 98019,USA
2014-05-21 22:04:25,1692800.5370632207,3.0,1.94,2027,33908,1.1,0,0,4,1202,693,1971,856,215 243rd Ave SE,Redmond,WA 98136,USA
2014-06-16 18:55:41,2312677.8206565664,3.0,1.14,2324,41461,1.3,0,1,4,1807,385,1955,38,13826 SE 141st St,Seattle,WA 98040,USA
2014-06-20 14:21:22,1553595.8202176583,5.0,3.02,4590,18993,1.2,0,1,3,3495,815,1955,1669,33235 26th Ave SW,Redmond,WA 98119,USA
2014-05-08 23:10:07,1917917.9070570832,3.0,2.97,3385,65234,2.5,0,1,3,3267,385,1991,314,4611 SW Maple Way,Bellevue,WA 98146,USA
2014-05-29 21:24:51,534053.7847800473,2.0,0.67,1491,28207,1.2,0,2,3,1330,204,1954,1105,2422 171 Ave SE,Woodinville,WA 98038,USA
2014-06-06 22:17:06,159353.64036221232,1.0,0.07,372,15347,1.0,0,0,5,374,40,1939,1742,36415 12th Pl S,Auburn,WA 98133,USA
2014-06-27 11:45:08,2148717.092396522,4.0,2.63,3036,45615,1.7,0,1,5,2505,552,1960,403,11704 NE 41st St,Auburn,WA 98007,USA
2014-06-10 14:12:47,759669.6693139566,4.0,2.58,2194,69438,1.3,0,0,3,2289,100,2013,1863,10526 NE 139th St,Mercer Island,WA 98033,USA
2014-05-23 09:04:40,79921.73622851711,4.0,1.71,1838,68001,1.7,0,1,2,1848,170,1955,1925,278th Ave NE,Maple Valley,WA 98030,USA
2014-05-16 01:18:29,1901188.9243893237,2.0,2.67,1971,29000,2.7,0,2,3,1805,261,2012,1026,16714 NE 158th St,Seattle,WA 98075,USA
2014-06-21 22:48:57,756123.8396360853,5.0,2.39,3434,60234,1.3,0,0,4,2401,633,1940,1242,21600 SE 18th Pl,Federal Way,WA 98133,USA
2014-05-06 19:57:56,231298.56444072537,5.0,2.55,2687,6275,1.4,0,1,5,1265,1052,1956,1917,555 Index Ave NE,Renton,WA 98103,USA
2014-06-11 04:33:56,1006834.451292634,4.0,3.01,3013,24617,1.7,0,1,3,2310,786,1968,418,29606 SE 286 St,Redmond,WA 98034,USA
2014-06-26 01:53:49,1109602.1800027215,3.0,1.84,1513,39743,1.3,0,1,3,1621,119,1971,1883,4405 40th Ave SW,Seattle,WA 98019,USA
2014-06-08 19:28:44,751759.5901502237,4.0,2.45,2554,30262,1.7,0,1,2,2039,654,1985,734,43600-43610 244th Ave SE,Seattle,WA 98125,USA
2014-05-27 11:08:59,1050354.9155509896,3.0,2.0,2021,26214,2.7,0,0,2,2293,51,1976,1436,9417 25th Ave NE,Seattle,WA 98027,USA
2014-06-22 05:23:46,617852.9499615524,4.0,1.66,1607,7765,1.5,0,0,4,1099,545,1937,1478,16529 10th Ave NE,Seattle,WA 98118,USA
2014-05-23 22:34:03,42960.1313516052,2.0,1.45,1569,22718,1.4,0,1,4,1612,169,1969,881,6407 282nd Ave SE,Vashon,WA 98112,USA
2014-06-28 04:29:42,141209.48792192002,4.0,2.1,2028,49790,1.5,0,1,4,1806,315,1937,318,9812 S 239th Pl,Seattle,WA 98115,USA
2014-06-12 01:29:23,1168578.3365371244,4.0,2.8,3023,9427,2.1,0,2,4,2616,230,1951,779,561 Mountain View Ln NW,Kenmore,WA 98108,USA
2014-06-28 01:40:24,490967.4084400417,2.0,2.1,3157,52368,3.3,0,1,3,4043,6,1991,222,11619 SE 73rd Pl,Auburn,WA 98119,USA
2014-06-20 06:04:24,61840.83080588756,3.0,1.32,999,30497,1.3,0,0,3,1286,25,1956,834,2518 1st Ave W,Black Diamond,WA 98051,USA
2014-06-01 09:40:51,916837.9113156392,3.0,0.23,631,41984,1.0,0,0,3,493,236,1907,1988,11830 6th Pl SW,Redmond,WA 98011,USA
2014-05-29 13:15:49,1456021.6603147874,1.0,1.56,1484,4674,1.6,0,0,4,1602,106,1951,984,13817 125th Ave NE,Seattle,WA 98023,USA
2014-06-08 03:42:11,526165.4848909709,4.0,2.53,1186,40830,1.0,0,0,4,1154,150,1944,1265,4001 42nd Ave S,Maple Valley,WA 98148,USA
2014-05-19 05:16:38,2050466.5617066089,4.0,3.31,3376,19321,1.3,0,1,3,2802,612,1995,1040,1102 NW 56th St,Seattle,WA 98103,USA
2014-07-04 19:04:19,254530.82965845804,3.0,2.04,2105,38300,1.2,0,1,4,1517,670,1954,1646,8216 Linden Ave N,Kenmore,WA 98065,USA
2014-07-02 21:22:13,210155.2022352632,2.0,1.85,1485,3954,2.1,0,0,4,1464,224,1973,1775,11720 8th Ave S,Auburn,WA 98052,USA
2014-06-06 16:50:57,593175.0097686996,2.0,0.67,1503,20997,1.9,0,1,3,1890,65,1999,1134,6215 30th Ave NW,Sammamish,WA 98023,USA
2014-05-14 11:35:27,877494.9268949974,4.0,1.89,2206,15128,1.9,0,0,5,1657,496,1953,1379,3635 41st Ave W,Seattle,WA 98056,USA
2014-06-09 08:59:22,706976.4038797346,3.0,1.75,1785,5682,1.2,0,0,4,1754,121,1922,1510,15125 SE 278th Pl,Seattle,WA 98103,USA
2014-06-04 07:54:59,1555026.2999826765,3.0,1.13,2451,32595,1.5,0,1,4,2022,124,1936,260,11626-11630 SE 323rd Pl,Seattle,WA 98133,USA
2014-06-03 06:17:34,97485.00937128928,4.0,1.63,1917,3662,1.4,0,0,4,1203,569,1924,1104,10526 157th Ave NE,Seattle,WA 98168,USA
2014-06-05 09:30:01,599881.2561521137,3.0,1.61,1550,4137,2.9,0,0,4,1766,120,1975,980,6201 147th Ct NE,Seattle,WA 98155,USA
2014-06-23 09:48:25,1035521.2449221464,4.0,1.58,1465,18056,1.3,0,1,4,1072,583,1957,843,7353 16th Ave NW,Seattle,WA 98059,USA
2014-05-24 22:04:00,177659.59620197408,3.0,1.36,632,2554,1.2,0,0,2,655,285,1965,1288,17421 SE Covington Sawyer Rd,Sammamish,WA 98053,USA
2014-06-10 20:37:55,522316.15970457473,3.0,2.13,1939,47076,1.3,0,0,4,1831,246,2002,1216,510 N 70th St,Vashon,WA 98034,USA
2014-06-04 03:35:43,444790.818894268,1.0,1.64,434,5955,1.1,0,0,3,461,228,1998,1482,26712 186th Ave SE,Seattle,WA 98168,USA
2014-07-02 00:45:00,2076101.8458576435,4.0,2.34,2388,23474,2.1,0,0,3,1878,641,1979,601,7321 39th Ave NE,Issaquah,WA 98059,USA
2014-07-01 13:59:11,363107.5316055456,2.0,0.72,696,11604,1.3,0,0,4,466,844,1902,822,24925 234th Pl SE,Bellevue,WA 98199,USA
2014-05-29 07:26:05,1006558.6111194053,5.0,3.23,4299,17809,1.7,0,2,4,3216,715,1987,209,21601-21799 NE 175th St,Bellevue,WA 98023,USA
2014-06-21 14:21:38,660802.0588385161,3.0,1.22,1116,12445,1.7,0,0,4,1592,15,1944,1754,17069 SE 65th Pl,Federal Way,WA 98148,USA
2014-06-17 12:25:45,424992.3848887864,3.0,1.82,754,5544,2.0,0,0,4,665,228,1976,1361,7615 3rd Ave NW,Kent,WA 98105,USA
2014-06-01 16:34:32,59262.39980795648,3.0,0.44,952,4160,1.2,0,0,4,1780,1,1996,1499,138 Seattle Blvd S,SeaTac,WA 98033,USA
2014-06-21 02:24:29,281995.0742379089,4.0,2.12,1242,6455,1.5,0,1,3,1177,378,1986,1376,4290 326th Ave NE,Seattle,WA 98074,USA
2014-05-27 08:25:40,1205583.5868480238,2.0,1.27,1845,15423,1.9,0,1,3,1804,171,1909,495,942 27th Ave,Seattle,WA 98106,USA
2014-05-05 11:25:31,2912525.3139481978,4.0,2.39,3646,37524,1.9,0,2,3,3182,421,1964,1361,1210 22nd Ave E,Kenmore,WA 98109,USA
2014-06-03 09:00:53,48318.557091641735,2.0,0.66,870,50533,1.7,0,0,3,940,98,1981,573,1326 SW 340th St,Federal Way,WA 98045,USA
2014-06-26 10:58:10,1686522.5882644088,4.0,2.38,2979,31371,1.9,0,0,4,2660,495,1995,677,3225 NE 92nd St,Auburn,WA 98178,USA
2014-05-16 22:27:50,1556805.8951772274,4.0,2.07,1725,17302,1.4,0,1,4,1535,407,1945,864,6265 160th Ave SE,Issaquah,WA 98106,USA
2014-06-20 05:20:25,587799.9256130025,4.0,1.96,2653,8735,1.5,0,0,4,1794,808,1908,1319,2278 72nd Ave SE,Renton,WA 98077,USA
2014-06-21 09:17:33,425189.124631486,3.0,1.8,1942,16481,2.0,0,2,3,1116,826,1976,1764,12021 SE 251 Pl,Issaquah,WA 98118,USA
2014-05-16 01:35:36,1251564.594823405,4.0,2.05,3170,49473,1.5,0,0,3,2603,313,1944,1829,14056 31st Ave S,Auburn,WA 98116,USA
2014-07-05 11:07:08,355768.1081287422,3.0,1.9,1176,30130,1.2,0,1,4,1240,127,1933,1820,7318 36th Ave SW,Sammamish,WA 98118,USA
2014-05-20 17:26:05,1282298.1151122595,3.0,2.31,2406,9108,2.5,0,0,4,2150,380,1985,1420,3028 NW 68th St,Woodinville,WA 98136,USA
2014-06-28 10:01:32,747476.811838687,4.0,2.3,2335,19565,2.0,0,0,4,1911,499,1960,840,4612 92nd Ave NE,Issaquah,WA 98103,USA
2014-06-12 17:16:08,1369181.7746800913,3.0,2.25,1774,19408,1.3,0,2,4,1265,572,1958,1059,9736 Dayton Ave N,Renton,WA 98168,USA
2014-06-23 23:44:37,986306.605910761,3.0,1.98,3211,73376,1.2,0,2,3,2313,868,1936,1940,111 S 192nd St,Federal Way,WA 98031,USA
2014-07-04 05:47:35,183617.2535380984,4.0,3.2,1895,21987,2.1,0,0,2,1645,441,1982,756,13124 113th Pl NE,Issaquah,WA 98077,USA
2014-06-13 10:08:58,2195122.369615525,5.0,3.72,3871,41459,2.8,0,1,4,3418,576,1959,306,6054 5th Ave NE,Kent,WA 98065,USA
2014-06-30 09:25:39,1504695.553585243,2.0,1.42,1489,12206,1.1,0,0,3,1097,556,1964,1789,2841 13th Ave W,Seattle,WA 98168,USA
2014-07-04 22:37:24,1712215.2719033796,5.0,4.03,3992,49784,2.7,0,1,2,3748,279,2013,1820,511 98th Ave NE,Renton,WA 98042,USA
2014-05-26 12:19:48,680026.8008590065,3.0,1.79,1788,38296,2.1,0,1,3,1675,77,1979,629,8028 27th Ave NE,Seattle,WA 98040,USA
2014-06-02 05:50:01,668830.1297993566,3.0,2.03,3179,28699,1.0,0,1,4,2220,1099,1916,1995,14717 245th Ave SE,Seattle,WA 98006,USA
2014-06-15 10:26:07,581532.7313785977,3.0,2.91,1649,4729,1.8,0,0,3,1223,590,2009,1003,12449 240th Pl NE,Woodinville,WA 98178,USA
2014-05-05 08:26:33,993560.2071297248,4.0,2.84,3072,23085,1.5,0,1,3,2821,415,1974,535,11515 4th Ave NE,Kirkland,WA 98042,USA
2014-06-15 16:56:27,1231702.9347192035,4.0,1.98,3611,31161,2.8,0,1,3,3769,152,1999,766,11414 SE 230th Pl,Seattle,WA 98155,USA
2014-06-02 20:31:10,1038199.5973172684,4.0,2.3,1886,72092,1.4,0,0,3,1777,311,2001,1087,8828 12th Ave SW,Normandy Park,WA 98058,USA
2014-05-23 08:05:24,2084003.0850077288,5.0,3.14,3959,16566,2.2,0,1,4,3512,543,2009,247,2559 24th Ave W,Kirkland,WA 98042,USA
2014-06-01 00:10:29,69979.83224825468,2.0,1.6,1873,38473,1.4,0,0,4,1920,221,1986,1003,1923 46th Ave SW,Redmond,WA 98053,USA
2014-05-26 18:51:54,53434.59591699409,3.0,1.92,1546,63154,1.1,0,1,4,1009,509,1974,478,4017 Corliss Ave N,Seattle,WA 98112,USA
2014-06-10 16:45:43,575906.2599242913,3.0,2.5,1832,15292,1.9,0,0,2,1899,246,1970,1957,6516 43rd Ave NE,Seattle,WA 98199,USA
2014-05-24 15:15:18,284101.70466015174,3.0,2.01,1648,33029,1.5,0,0,4,1173,425,2003,534,2515 263rd Ct NE,Des Moines,WA 98059,USA
2014-07-07 08:58:28,321458.7172157791,3.0,1.03,2523,30656,1.0,0,0,5,1625,505,1907,2001,10828 157th Ave NE,Redmond,WA 98029,USA
2014-05-19 18:28:57,907339.0211704517,2.0,0.96,1372,4277,1.2,0,1,4,1335,125,1915,418,32817 10th Pl SW,Renton,WA 98074,USA
2014-05-16 10:52:37,268059.5386839883,2.0,1.5,950,7697,1.5,0,0,4,769,328,1983,863,13012 41st Ave S,Kent,WA 98001,USA
2014-05-15 16:16:42,627931.0400421147,4.0,2.64,2752,25816,1.3,0,1,4,1639,821,1922,1196,18318 Meridian Ave N,Seattle,WA 98027,USA
2014-05-30 12:07:36,70694.53986169459,4.0,2.31,2298,27645,1.6,0,0,2,2296,131,1993,1290,24807 10th Ave S,Kirkland,WA 98027,USA
2014-05-30 05:12:09,421007.8745693961,4.0,2.03,3055,32425,1.6,0,1,3,2051,1097,1964,496,25921-25929 35th Pl S,Renton,WA 98029,USA
2014-06-04 04:44:04,790736.8089342881,2.0,1.97,979,3206,1.7,0,0,3,1005,218,1987,1984,10414 NE 131st St,Seattle,WA 98198,USA
2014-05-16 18:02:04,870874.6956388743,3.0,1.61,1835,21997,2.3,0,0,3,2554,8,1950,661,29245 188 Ave SE,Seattle,WA 98059,USA
2014-05-03 10:45:05,553900.4578767057,4.0,1.38,1569,24007,1.0,0,1,4,934,630,1907,1201,13540 Burke Ave N,Redmond,WA 98052,USA
2014-06-12 17:31:35,1248406.2872377378,5.0,2.85,4484,110635,2.2,0,0,4,3731,418,1992,208,1106 N 80th St,Covington,WA 98028,USA
2014-06-09 02:42:58,580238.3472126377,3.0,1.42,1406,18021,1.4,0,0,5,1416,204,1969,1568,15125 SE 278th Pl,Seattle,WA 98038,USA
2014-05-21 13:06:31,283566.4245662695,2.0,2.06,2158,48883,1.4,0,1,4,1689,548,1996,232,15765 Simonds Rd NE,Duvall,WA 98116,USA
2014-05-27 00:26:54,1511860.3625665372,4.0,2.39,1694,16965,1.5,0,0,3,1176,419,1966,1160,15416 SE Jones Rd,Seattle,WA 98027,USA
2014-06-14 14:50:03,1304350.927815438,3.0,2.42,1468,5474,1.4,0,0,4,1387,470,1980,881,2868 258th Pl SE,Seattle,WA 98042,USA
2014-06-07 14:06:59,1520747.4306017514,4.0,2.67,2386,32320,2.2,0,0,3,2076,550,1959,2009,7538 Roosevelt Way NE,Seattle,WA 98042,USA
2014-05-27 06:20:44,1008258.3696332984,5.0,3.52,4421,76779,2.7,0,2,4,3913,479,1992,509,34033 39th Ave S,Auburn,WA 98006,USA
2014-06-20 04:02:17,322268.96347734146,3.0,2.71,1408,4892,1.7,0,0,3,1342,185,2014,219,13010 NE 74th St,Bellevue,WA 98006,USA
